schoolCode,schoolName,contactNumber
OR037,St. Joseph's Convent Higher Secondary School Brooks Hill  Brooks Hill  Sambalpur  India,"0663-2548439
"
OR038,Belpahar English Medium School P.O. Belpahar  Belpahar  Jharsuguda  India,"06645-250341
"
OR039,Public School Public School  Sunabeda  Koraput  India,"06853-220389
"
OR040,S.c.b. Medical Public School S.c.b. Medical College Campus Cuttack  India,"0671-2414245
"
OR041,Venkateswar English Medium School Unit Iv  Bhubaneswar  Khordha  India,"0674-2510014
"
OR042,Jeevan Jyothi Convent School Semiliguda  Koraput  India,"06853-225158
"
OR043,St. Mary's School P.o. Jajpur Road Jajpur  India,"06726-220393
"
OR044,De Paul School Engineering Schools Road  Berhampur  Ganjam  India,"0680-2291499
"
OR046,Nirmala Convent School Mining Road Kendujhar  India,"06766-255560
"
OR047,Pragati Public School Fertilizer Town  Rourkela  Sundargarh  India,"0661-2560425
"
OR048,Daniel Public School Sastri Nagar  Brajarajnagar  Jharsuguda  India,"7064402000
"
OR049,Children's Centre Of Integral Education A-10/1  Sri Aurobindo Vihar  Behind Rto's Office  P.O. Bhoi NagarBhubaneshwar  Khordha  India,"0674-2541372
"
OR050,Saint Lawrence School P.O. Balramprasad  Via BanarpalTentoloi  Angul  India,"8895378772
"
OR051,Deepti Convent School Kundariguda  Laichan Nayak MargJeypore  Koraput  India,"06854-251003
"
OR052,St. Mary's Convent School Birmitrapur P.o.  Birmitrapur  Sundargarh  India,"0661-2610357
"
OR053,New Stewart School Mission Road  P.o. Buxibazar  Cuttack  India,"9861150550
"
OR054,Ruchika High School G - 6  Ganga Nagar  Unit - 6Bhubaneswar  Khordha  India,"0674-2397327
"
OR055,Mission School Khurda Road  Jatni  Khordha  India,"0674-2492900
"
OR056,Saint Mary's School Jagda Colony  Rourkela  Sundargarh  India,"06613556866
"
OR057,St. Anne's SchoolTitligarh  Balangir  India,"06655-220592
"
OR058,St. Thomas English School El - 13  Basanti Colony  Rourkela  Sundargarh  India,"0661-2481893
"
OR059,Little Flower School Rajendra College P.o.  Jyoti Nagar  Balangir  India,"7978386694
"
OR060,Chinmaya Vidyalaya (E.M.) Chhend Colony  Rourkela  Sundargarh  India,"0661-2480970
"
OR061,St. Joseph's School  P.O. Tinimuhani Kendrapara  India,"06727-220123
"
OR062,Saheed Laxman Nayak Public School At And P.o. Umerkote  ODISHA  Nabarangpur  India,"06866-270480
"
OR063,Divine Public School Opposite To Ugmit  New Colony  Rayagada  India,"06856-223318
"
OR064,Carmel English Medium School At Narayani Temple Roadpo Phulbani  Phulbani  Kandhamal  India,"06842-253811
"
OR065,Stewart School Sukinda Chromite Mines  Kalarangiatta P.o.Tata Steel  Jajpur  India,"9437016172
"
OR066,Queen Mary's School .  Raja Bagicha  Cuttack  India,"0671-2519293
"
OR067,St. James' Convent School Panchughunta  JALESWAR  Balasore  India,"06781-222339
"
OR068,Navjyoti Vidyalaya Khariar Road  WARD NO. 19  Nuapada  India,"+919437119615
"
OR069,The Assembly Of God School Cox Colony  Cox Colony  Jharsuguda  India,"06645-272496
"
OR070,Amarvani School P.O.  P.T.C. Turang  ODISHA  Angul  India,"06764-233166
"
OR071,New Life English Medium School .  Bissamcuttack  Rayagada  India,"06863-247164
"
OR072,Kerala Public School Ichinda Road  Rairangpur  Mayurbhanj  India,"9437726713
"
OR073,Vikash Convent School Karanjia  Karanjia  Mayurbhanj  India,"06796-220312
"
OR074,St. Xavier's High School Club House Gate  Barabati Stadium  Cuttack  India,"0671-2302215
"
OR075,Guru Nanak Public School Giri Road  Berhampur  Ganjam  India,"06802228526
"
OR076,Happy Home School P.o. Charampa Bhadrak  India,"06784-230789
"
OR077,St. John Mary Vianney English Medium School P.O. Kutra  Kusumtoli  Sundargarh  India,"06624-245019
"
OR078,St. Antony's School P.o. Naya Bazar  Bidyadharpur  Cuttack  India,"0671-2441606
"
OR079,Carmel Convent School Chatrapur  Chatrapur  Ganjam  India,"06811-263038
"
OR080,Loreto English School Plot No. 228 / 843  Panposh RoadRourkela  Sundargarh  India,"0661-2402333
"
OR081,Loyola School P.o. East Coast Railway Colony  ChandrasekharpurBhubaneswar  Khordha  India,"0674-2300791
"
OR083,St. Anne's Convent School Block Chowk  Sonepur P.O.  Subarnapur  India,"06654-221118
"
OR084,St. Thomas English School Kalamandir Road  P.O. Jharsuguda  Jharsuguda  India,"06645-273264
"
OR085,Jaga Mata School Phapsi  P.O. Ganpatrapali  Balangir  India,"06655-250151
"
OR086,Carmel School Ichhapur  DolasahiP.O. Bhadrak  Bhadrak  India,"09437113289
"
OR087,St. Joseph's English Medium School Dolo Tank Road  ParalakhemundiGajapathi  Gajapati  India,"06815-291015
"
OR088,Deepti Convent School At. Sambayaguda  P.O. & Dist. Malkangiri  Malkangiri  India,"06861-230159
"
OR089,Saint Arnold's School Hig-489K-5  Kalinga ViharBhubaneshwar  Khordha  India,"0674-2475053
"
OR090,St. Joseph's Convent School Church Road  Berhampur  Ganjam  India,"060-2220568
"
OR091,Vivekananda International School AT-JAHAJPADA  GUMADERA  P.O.-BELPAHARBelpahar  Jharsuguda  India,"9238768520
"
OR092,St. John's School Vianney Nagar  P.o. Dhankauda  Sambalpur  India,"9437392344
"
OR093,Loyola School Sankhabhanga  Laxmiposi PoBaripada  Mayurbhanj  India,"8457836194
"
OR094,Deepti Convent School Raniguda Farm  Rayagada P.o  Rayagada  India,"06856224603
"
OR095,Western Orissa Residential Public School Vidya Nagar  Ward No. 01  Nuapada  India,"000-000
"
OR096,St. Theresa English School Mission Compound Sundargarh  India,"+918763274607
"
OR097,Holy Family English Medium School P. O. Barapally  Balangibandha  Nayagarh  India,
OR098,CARMEL SCHOOL UPPER BALIJODI  JALDA  P.O : SONAPARBATRourkela  Sundargarh  India,
OR099,Don Bosco English Medium School Gobardhan Rayagada  India,
PN001,Primrose School 63  Gundu Salai Puducherry  India,"0413-2290106
"
PN002,Aklavya International School Fishing Harbour Road  Thengaithittu  Puducherry  India,"0413-2280567
"
PN003,Seventh Day Adventist Higher Secondary School Vazhudavoor RoadShanmugapuramPuducherry  India,
PN004,British International Academy Gopalankadai Road  Moolakulam India,
PU001,Assumption Convent School Assumption Nagar  Sito Guno RoadAbohar  Ferozepur  India,"01634-220030
"
PU002,St. Francis School 31  Cantonment Amritsar  India,"0183-2226285
"
PU003,Sacred Heart Senior Secondary School Majitha Road  Majitha Road  Amritsar  India,"0183-2422574
"
PU004,Baring School Jalandhar Road  Batala  Gurdaspur  India,"01871-286573
"
PU005,Minerva Public School P. O.  Daon  Tehsil MohaliRopar  Rupnagar  India,"0172-2670063
"
PU006,St. Joseph's Convent School Prem Nagar  Ferozepur Cantt.  Ferozepur  India,"01632-244083
"
PU007,Little Flower Convent School Village Kotli Nangal Gurdaspur  India,"8968655890
"
PU008,St. Joseph's Convent School Chauni Kalan  Ram Colony Camp  Hoshiarpur  India,"01882-236134
"
PU009,St. Joseph's Convent School Cantonment Road  Cantonment Road  Jalandhar  India,"0181-2235933
"
PU010,S. D. Model School For Boys & Girls 6  Jindan Road  Jalandhar Cantt.  Jalandhar  India,"0181-2260306
"
PU011,Seventh-Day Adventist Senior Secondary School C - 1  Cantonment Road Jalandhar  India,"0181-2234926
"
PU012,St. Joseph's Boys' School Defence Colony  Jalandhar City  Jalandhar  India,"0181-2235091
"
PU013,Sacred Heart School Dosanj Road  Dosanj Road  Moga  India,"01636-239777
"
PU014,Little Flower Convent School Old Ferozepur Road  Sri Muktsar SahibOld Ferozepur Road  Muktsar  India,"07589292959
"
PU015,The Punjab Public School Nabha  Patiala  India,"01765-224164
"
PU016,Yadavindra Public School Stadium Road  Patiala  India,"0175-2215634
"
PU017,Holy Angels School Rajpura  Patiala  India,"01762-222564
"
PU018,Sacred Heart Convent School Malout  Muktsar  India,"01637-262114
"
PU019,St. Joseph's Convent School G.t. Road  Phagwara  Kapurthala  India,"09257217537
"
PU020,St. Jude's Convent School Catholic Centre  Nakodar P.O.Nakodar  Jalandhar  India,"01821-220279
"
PU021,Mount Carmel School Kakkon  Kakkon  Hoshiarpur  India,"01882-238748
"
PU022,St. Francis SchoolTarn Taran  Amritsar  India,"8427319545
"
PU023,St. Antony's Convent School Adampur Aerodrome  Adampur Aerodrome  Jalandhar  India,"0181-2753317
"
PU024,St. Paul's Convent SchoolDasuya  Hoshiarpur  India,"01883-285098
"
PU025,Christ King Convent School Christ Nagar  Kartarpur Road  Kapurthala  India,"01822-233367
"
PU026,St. Francis School Jalandhar Road  Batala  Gurdaspur  India,"01871-240279
"
PU027,St. Francis Convent School Catholic Centre Gurdaspur  India,"01871-256204
"
PU028,St. Mary's Convent School Church Road  Church Road  Faridkot  India,"8699556691
"
PU029,Malwa School Malwa School  Gt Road  GidderbahaGiddarbaha  Muktsar  India,"0167-233057
"
PU030,Sacred Heart Convent School S. H. Nagar  Fazilka  Ferozepur  India,"01638-262432
"
PU031,St. Francis Convent School Jandiala Guru  Jandialaguru  Amritsar  India,"9988745499
"
PU032,Little Flower Convent School G.T. Road  Sohal  P.O. Dhariwal  Gurdaspur  India,"97815-55009
"
PU033,All Saints Convent School Catholic Centre  Ajnala  Amritsar  India,"01858-500384
"
PU034,Mount Carmel School Near P.w.d. Rest House  Garhshankar  Hoshiarpur  India,"01884-282200
"
PU035,Alexandra School 8  Queens Road Amritsar  India,"0183-2210211
"
PU036,St. Joseph's Convent School G.t. Road  Phillaur  Jalandhar  India,"01826-220330
"
PU037,Yadavindra Public School Sector 51 SAS Nagar  India,"0172-2232850
"
PU038,Saint Paul's High School Street No. 9  Adarsh Nagar EastGoniana Road  Bathinda  India,"0164-5006868
"
PU039,Fauja Singh Mann Silver Creek School Circular Road  Radha Krishna Colony  Batala  Gurdaspur  India,"01871-241253
"
PU040,Col. V.R. Mohan D.A.V. Public School Dera Bassi  S.A.S. Nagar  SAS Nagar  India,"01762-282246
"
PU041,Sacred Heart Convent School Urban Estate  Sector 39  Focal Point P. O.Chandigarh Road  Ludhiana  India,"0161-2667580
"
PU042,St. Francis Convent School G.t. Road  Village Kahlwan  Kartarpur P.o.Kartarpur  Jalandhar  India,"0181-2782832
"
PU043,Little Flower Convent School V.p.o. Awankha  Dinanagar  Gurdaspur  India,"9815712224
"
PU044,Mount Carmel School Methiana  Mehtiana  Hoshiarpur  India,"01882-262248
"
PU045,St. Francis Convent School Dera Baba Nank Road  Dera Baba Nanak  Gurdaspur  India,"01871-247322
"
PU046,Holy Family Convent School Nangal Road  Ropar  Rupnagar  India,"01881-220803
"
PU047,Holy Heart Presidency School Ranjit Vihar  Lane No. 2  Loharka Road  Opp. Ranjit Avenue  Amritsar  India,"7341124827
"
PU048,Sacred Heart Convent School Maria Nagar  OtalanSamrala  Ludhiana  India,"01628-254349
"
PU049,New Angel Public School PATIALA ROAD  Zirakpur  SAS Nagar  India,"01762-521487
"
PU050,St. Francis Convent School Ghanie-ke-banger P.o.  Ghanie Ke Bangar  Gurdaspur  India,"01871-266827
"
PU051,St. Xavier's High School Sector 71  MohaliS.A.S. Nagar  SAS Nagar  India,"0172-2227833
"
PU053,Model Study High School Majitha Road  Tung Bala  Amritsar  India,"0183-2426668
"
PU054,Sachkhand Convent School Hindumal Kot Road  Abohar  Ferozepur  India,"01634-231115
"
PU055,Cedar Spring High School Opposite 380 A - Block  Ranjeet AvenueRanjeet Avenue  Amritsar  India,"0183-2501742
"
PU056,Mount Carmel School Bhunga  Bhunga  Hoshiarpur  India,"07347312838
"
PU057,Sri Guru Harkrishan Public SchoolBasant Avenue  Amritsar  India,"0183-2226151
"
PU059,Kaintal School ( Sr. ) Sanaur Road  Adhwala Pir  Patiala  India,"0175-2650236
"
PU060,St. Mary's Convent School Sadha Chak  Bhogpur  Jalandhar  India,"01812724839
"
PU061,The British Co - Ed. High School Devigarh Road  Devigarh Road  Patiala  India,"0175-2651122
"
PU062,Sacred Heart Convent School F. F. Road  Dist. FazilkaJalalabad (West)  Ferozepur  India,"9463743066
"
PU063,Christ The King Convent School Christ Nagar  Pathankot  Gurdaspur  India,"9464357976
"
PU064,H. R. A. International School Village Ghorala  Bye Pass Road  Gurdaspur  India,"09216744492
"
PU065,Punjab International Public School Shivalik Hills  G.t.b. State Highway  PojewalTehsil Balachaur  Nawanshahr  India,"9592949993
"
PU066,Sat Paul Mittal School Urban Estate  Phase - IiDugri  Ludhiana  India,"0161-4632477
"
PU067,Mount Carmel School Kristu Jayanti Nagar  Village Dhahe  P.o. JindwariRopar  Rupnagar  India,"01887-264001
"
PU068,Christ Jyoti Convent School Gazipur Road  Sultanpur LodhiSultanpur Lodhi  Kapurthala  India,"8427286744
"
PU069,St. Thomas Convent School Santom Nagar  Rajasansi  Amritsar  India,"01858-233727
"
PU070,Sacred Heart Convent School Pak Dil Nagar  PungaAjnala  Amritsar  India,"01858-216201
"
PU071,Sacred Heart Convent School Barnala Road  Raikot  Ludhiana  India,"01624-266190
"
PU072,Sacred Heart Convent School Majitha  Rohri Village Amritsar  India,"0183-2774233
"
PU073,Sacred Heart Convent School Takkarpura Tarn Taran  India,"8195875075
"
PU074,St. Augustine School Pandori  P.o. Lamin  Tehsil Mukerian  Hoshiarpur  India,"01883-292929
"
PU075,British International School Bir Ahmedabad  Nabha Road Sangrur  India,"01675-253891
"
PU076,Doon Junior School Border Road Ferozepur  India,"7087627788
"
PU077,Indian Heritage School Bungal  PathankotPathankot  Gurdaspur  India,"01870-250180
"
PU078,Christ The King Convent School Bholath Kapurthala  India,"01822-324040
"
PU079,St. Joseph's Convent School Ferozepur Road  V.p.o. Ghal - Kalan  Moga  India,"7710324946
"
PU080,Sacred Heart Convent School Majara Road  Sahnewal  Ludhiana  India,"0161-2846693
"
PU081,Guru Teg Bahadur International School Kalyanpur  P.o.  Dhariwal  Gurdaspur  India,"09316161636
"
PU082,St. Mary's Convent School V. P. O. Chamiyari  Ajnala  Amritsar  India,"01858-256004
"
PU083,Mata Baljinder Kaur Memorial Kaler International Public School Jalal Road  Samadh BhaiPunjab  Moga  India,"9779266322
"
PU085,Sawan International School Ambala - Chandigarh Road  LalruMohali  SAS Nagar  India,"9416600300
"
PU086,St. Mary's Convent School Shahwazpur  Teh. Dasuya  Hoshiarpur  India,"01886-222722
"
PU087,St. Mahapragya Convent School Opp. Science College  Raikot RoadJagraon  Ludhiana  India,"01624-223009
"
PU088,Ram Lal Bhasin Public School Phase 1  Dugri  Ludhiana  India,"0161-2502002
"
PU089,Sacred Heart Convent School Catholic Centre  Beas P.O.  Amritsar  India,"9988553942
"
PU090,S. M. S. Memorial Public School V.p.o. Jarg  Tehsil Payal  Ludhiana  India,"6284926751
"
PU091,Punjab Children Academy Near Goindwal Railway Crossing  Tarn Taran  Tarn Taran  India,"01852-223157
"
PU092,Mount Carmel School Village Siana Nawanshahr  India,"01885-222200
"
PU093,Indo-Swiss International Convent School 15 - Garden Colony  Behind D.a.v. CollegeNakodar  Jalandhar  India,"09988854358
"
PU094,Gobind International Public School Barnala Road  Bhadaur  Teh. Tapa  Barnala  India,"01679-275340
"
PU095,Sacred Heart Convent School Bhattian  Jalandhar Road  Ludhiana  India,"0161-2827393
"
PU096,St. Joseph's School Chandigarh Road Fatehgarh Sahib  India,"01628-631439
"
PU097,British Convent School Patiala Road  Sunam  Sangrur  India,"+91-9872709000
"
PU098,Sacred Heart Convent School Kohara Road  Machhiwara  Ludhiana  India,"01628-251237
"
PU099,St. Francis Convent School Kotli Surat Malhi  Dhianpur P.o.NA  Gurdaspur  India,"01871-262203
"
PU100,International Fateh Academy Academy Road  Jandiala GuruJandialaguru  Amritsar  India,"0183-2430201
"
PU101,The Trinity School Tanda Road  Asalpur  P.o. Nainowal Jattan  Hoshiarpur  India,"7889106385
"
PU102,Ambrosial Public School Awan Road  Zira  Ferozepur  India,"01682-253365
"
PU103,St. Mary's Convent School Marian Nagar  OthianAjnala  Amritsar  India,"01858-260104
"
PU104,St. Joseph's School Bharariwal  Fatahpur P.O.  Chabal Road  Amritsar  India,"8054688445
"
PU105,B.B.S.B. Convent School Jagraon - Jalandhar Road  Sidhwan Bet  Ludhiana  India,"01624-280444
"
PU106,Revel Dale Public School Rangarh  Attari  Amritsar  India,"9855178300
"
PU107,California Public School Vill. & P.O. Khukhrana  G.T. Road  Moga  India,"09878307686
"
PU108,St. Joseph's Convent School Marian Avenue  Deep NagarJalandhar Cantt.  Jalandhar  India,"0181-2632110
"
PU109,Gagan International School V.P.O. Purana Shalla Gurdaspur  India,"01874-288123
"
PU110,St. Joseph's Convent School Near Power House  Khasa Pind  Amritsar  India,"8195094999
"
PU111,The Sovereign School Vpo : Mansar  Tehsil : Mukerian  Hoshiarpur  India,"08427284273
"
PU112,St. Joseph's Convent School Malpur Arkan  Teh. NawanshahrS.B.S. Nagar  NA  India,"01823-278965
"
PU113,Sant Baba Gurmukh Singh International School Barkandi Road  Muktsar Sahib  Muktsar  India,"9478313813
"
PU114,Jogindra Convent School Jogindergarh (Badhni Gulab Singh) Ferozepur  India,"9478850505
"
PU115,Holy Family Convent School Dhirowal  Po Madi PannuwanSrihargobindpur  Gurdaspur  India,"8437907533
"
PU116,Holy Family Convent School Nabha Sahib  Patiala Road  P.o-dayalpura Zirakpur  SAS Nagar  India,"9855908202
"
PU117,Mai Bhago International Public School Usma  Tarn Taran  Tarn Taran  India,"09316400005
"
PU118,Baalak Yesu Convent School Village Phatak Majri  P.o. SadhugarhSirhind  Fatehgarh Sahib  India,"01763266181
"
PU119,Guru Gobind Singh Convent School Village Sohawa  Post Office Sarhali KalanTarn Taran  Tarn Taran  India,"7889101818
"
PU120,Sant Baba Hari Singh Model School Khalsa Collage Campus  Shaheedan RoadMahilpur  Hoshiarpur  India,"01884245234
"
PU121,The Milestone Smart School D.L.F. Colony  Sirhind Road  Patiala  India,"0175-2357097
"
PU122,Little Flower Convent School GuruharsahaiMohan Ke Road  Ferozepur  India,"8728052074
"
PU123,Gagan International School Vpo Kalanaur Teh.& Dist. Gurdaspur Gurdaspur  India,
PU124,St. Roop Convent School Patiala-sirhind Road Near Nandpur Kesho Bus Stand  Village Mallanheri  Fatehgarh Sahib  India,"6283956858
"
PU125,St. Michael's Convent School Julkan Post  Yesu Nagar  Patiala  India,"0175-2632246
"
PU126,St. Francis High School Village Chabhal  Amritsar Road  Tarn Taran  India,"01852277340
"
PU127,Captain's School Of Excellence Village- Pindi  Fatehgarh Churian  Tehsil - Batala  Gurdaspur  India,"9815132992
"
PU128,Sacred Heart Convent School Pak Dil Nagar  Mari Gorh Singh  Khemkaran Road  Tarn Taran  India,"8872644247
"
PU129,St. Mary's Convent School Machinangal  Sangatpura  P O  Amritsar  India,"9914568704
"
PU130,The Renaissance School Vill. Khiala Kalan  Near Police Line  Mansa  India,"9646390006
"
PU131,Pathways Global School Dharamkot Road  Kot Ise Khan  Same as Address Line 1  Moga  India,"01682-241578
"
PU132,Sri Guru Harkrishan Public School Friends Avenue  Airport Road  Amritsar  India,"01832590620
"
PU133,B V M  International School Barnala RoadKhuddi  Kalan  Barnala  India,"9878485282
"
PU134,S F C Convent School Jalalabad(east) Moga  India,"9876400621
"
PU135,Pristine Vibe School Hira Singh Nager  Kotkapura  Faridkot  India,"9888562424
"
PU136,Akal Academy Village Makhangarh  P.O. Barian Kalan  Hoshiarpur  India,"1615061930
"
PU137,St. Paul's Convent School Village Ajrawar  P.O. Via Kauli  Patiala  India,"01762246228
"
PU138,Sri Guru Harkrishan Public School Golden Avenue  Near Regional Office Punjab School Education BoardAmritsar  Amritsar  India,"01832584800
"
PU139,Carol Convent School Assal Road (kachha Zira)  Opp. Grain Market  Ferozepur  India,"01632222455
"
PU140,Gian Jyoti Senior Secondary School Moga Ferozpur Road  Vpo Darapur  Moga  India,"9914699199
"
PU141,The British World School Kup- Maloudh Road  V Ramgarh Sardaran  Ludhiana  India,"+919478267802
"
PU142,Avior Convent School Lubangarh Rahon Road  Macchiwara Sahib  Ludhiana  India,"01628-251872
"
PU143,GOLDEN EARTH CONVENT SCHOOL VPO PANDORI  PANDORI DHATT ROAD  Ludhiana  India,"8872700725
"
PU144,U K International School Moga Road  Dharamkot  Moga  India,
PU145,Summer Valley School Baran Kauli Road  Suniarheri.Gobindpura  Patiala  India,
PU146,Delhi Convent School Village Mundi Jamal  P.O. Fatehgarh Panjtoor  Moga  India,"7341111022
"
PU147,St. Anthony's High School V P ODheena  JALANDHAR CANTT  Jalandhar  India,"01812634406
"
PU148,Dasmesh International School Amritsar Road Kot Ise Khan Moga  India,"9592528066
"
PU149,Guru Gobind Singh International School Village - Deep Singh Wala  Tehsil - Sadiq  Faridkot  India,"8872010058
"
PU150,Dashmesh Heritage Public School Mehta Chowk  Baba Bakala Sahib  Amritsar  India,
PU151,Shri Ram Ashram Senior Secondary School Satnam Avenue  Batala Road  Amritsar  India,"9872191422
"
PU152,New Paradise Public Senior Secondary School Ward No.- 1  Makhu Road (bye Pass)  Ferozepur  India,"6280741347
"
PU153,St. Joseph's Convent School Chak Alla Baksh  G T Road  Hoshiarpur  India,"8195926644
"
PU154,Holy Child School Vill- Chhohan  P. O.  Sahle Chak  Gurdaspur  India,"+917814064635
"
PU155,St. Warriors School Batala - Harchowal Road  V P O Basrai  Gurdaspur  India,
PU156,St . ThomasHighSchool Mastkot  Batala- Kalanaur Road  Gurdaspur  India,"9915119176
"
PU157,St. Xavier's International School Ramgarh Buddha  ZirakpurZirakpur  SAS Nagar  India,"+918437489033
"
PU158,Galaxy Star Public School Village Sekhwan Gurdaspur  India,
PU159,Guru Nanak Public School Model Town Extn.  Ward No. 69  Ludhiana  India,"+919501548500
"
PU160,Mother Teacher International School Barnala Bathinda Road  Handiaya  Barnala  India,
PU163,Saint Bachanpuri International School  Barnala - Mansa Road  Teh. Tapa  Barnala  India,
PU164,Fateh Global School Near Focal Point  Post Box RamnagarMalout  Muktsar  India,"+919779389577
"
PU166,St. Joseph's Convent School Dalla Morh Gurdaspur  India,"9872904339
"
PU167,Seth Ram Lal S A C School Waryam Nangal  Near Toll Plaza  Amritsar  India,"9877026830
"
PU168,Edumont World School Vill. Rohti Khas  Near Rohti PulNabha  Patiala  India,
PU169,St. Jude's Convent School Malsian Road  ShahkotNakodar  Jalandhar  India,
PU170,Baba Farid Public School Village Killianwali  Wring Khera RoadBlock LambiMalout  Muktsar  India,"+917805000005
"
PU171,Guru Nanak Public School VillageSukhpura  PoSukhpura  Barnala  India,
PU172,Paramount Public School Jakha Road  Near Hanuman Mandir  Sangrur  India,"7710278102
"
RA001,Children's Academy Nirman Nagar  King's Road  Jaipur  India,"0141-2812723
"
RA002,Sophia High School .  Mount Abu  Sirohi  India,"02974-294244
"
RA003,St. Mary's High School  _  Mount Abu  Sirohi  India,"9468670830
"
RA006,Mayo College Girls' School Mayo Link Road Ajmer  India,"0145-2661286
"
RA007,Springfield School Kiran Path  Sector 3  Manasarovar  Jaipur  India,"0141-2392542
"
RA009,Hillview Adventist School Ramble Road  Ramble Road  Ajmer  India,"0145-2627895
"
RA010,St. Mary's Senior Secondary School Near Circuit House  Jaipur Road  Sikar  India,"01572-245030
"
RA011,Mayura School Naila Bagh Palace  Moti Dungri Road  Jaipur  India,"0141-2601299
"
RA012,Saint Paul's School Station Road  Durgapura  Jaipur  India,"0141-2550056
"
RA013,Children Garden Play School Opp. Geejgarh House  Keshav Nagar  Hawa SarakCivil Lines  Jaipur  India,"0141-2228574
"
RA014,Seventh Day Adventist Sr. Sec. School 4 Ml  Suratgarh - Padampur Bye Pass Sri Ganganagar  India,"07585831638
"
RA015,Children's Academy Todermal Marg  Bani Park  Jaipur  India,"0141-2201038
"
RA016,St. Paul's School Ward No. - 08  Village - Sakriya  Udaipur RoadNimbahera  Chittorgarh  India,"9460085166
"
RA017,M S B Educational Institute College Road Banswara  India,"02962-254040
"
RA018,Lipin Public School Uit Sec-2  0  Alwar  India,"7340204555
"
RA019,Floreto World School Jaipur Bikaner By Pass Crossing  Palwas Road  Sikar  India,"9783426111
"
RA021,Kidzway Montessory School  37 BB Padampur  Near Bus StandPost Office - Gajsinghpur  Sri Ganganagar  India,"+918698388000
"
RA023,S P S Global Plot No. I-7Ria  Alwar  India,
SA002,Progressive English School Post Box No. 6078  Sharjah  NA  United Arab Emirates,"00971-6-5672234
"
SG001,D.P.S. International School 36  Aroozoo Avenue Singapore  Singapore,"0065-62856300
"
SI001,Tashi Namgyal Academy P.O. Raj Bhawan  Gangtok  East Sikkim  India,"03592-202527
"
SI002,St. Xavier's School P.o. Pakyong  Pakyong  East Sikkim  India,"03592-257792
"
SI003,St. Joseph's School Martam  P.o. GankhaVia Singtam  East Sikkim  India,"8327261236
"
SI004,Namchi Public School _  Namchi  South Sikkim  India,"03595-263770
"
SI005,Don Bosco School P.o. Malbasey West Sikkim  India,"9382172182
"
SI007,St. Mary's Convent School Sh-510  Geyzing  West Sikkim  India,"03595-251182
"
SI008,St. Joseph's School Rhenock P.O.  Aritar RoadKingston  East Sikkim  India,"03592-253064
"
SI009,St. Francis School Circular Road  Jorethang  South Sikkim  India,"09800699802
"
SI010,Taktse International School Tintek Road  PangthangGangtok  East Sikkim  India,"03592-237081
"
TH001,Assumption Samutprakarn 419/1389 Moo 5Theparak Road  Samut Prakan  Thailand,"+6623847491-6
"
TN001,Vikaasa SchoolPonnagaram Compound  Madurai  India,"0452-2360055
"
TN002,Brindavan Public School Athur P.o.  Chengalpattu  Kanchipuram  India,"044-27426403
"
TN003,Seventh Day Adventist Higher Secondary School 73  Kancheepuram High Road  Chengalpattu  Kanchipuram  India,"044-27423357
"
TN004,Mountain Home School & Junior College P.o. Box No. 4  Coonoor  The Nilgiris  India,"0423-2206471
"
TN005,St. Thomas English High School Court Road  P.o. Box No. 18Gudalur  The Nilgiris  India,"04262-261462
"
TN006,Little Angels' English Higher Secondary School 97 - C  Vanjiamman Koil Street  Krishna Gardens  Karur  India,"04324-260639
"
TN007,The Laidlaw Memorial School & Jr. College Of St Georges' Homes  Ketti  The Nilgiris  India,"0423-2517447
"
TN008,International Community School & Junior College Kotahall Road  Kotagiri  The Nilgiris  India,"04266-271666
"
TN009,Kodaikanal Public School Post Box No. 46  M.m. StreetKodaikanal  Dindigul  India,"04542-240375
"
TN010,St. Jude's Public School & Junior College P.o. Nihung  MontfortKotagiri  The Nilgiris  India,"04266-275701
"
TN011,Brindavan Public School Wellington Bazar P.o.  Coonoor  The Nilgiris  India,"0423-2230229
"
TN012,Holy Innocents School & Junior College P.o. Barracks  Wellington  The Nilgiris  India,"0423-2230266
"
TN015,Nazareth Convent High School & Junior College P.o. Box No.63  St  Mary's HillOotacamund  The Nilgiris  India,"0423-2443811
"
TN016,Good Shepherd International School Good Shepherd Knowledge Village  M. Palada P.o.Ootacamund  The Nilgiris  India,"0423-2550371
"
TN017,St. Hilda's School Sheddon Road  Ootacamund  The Nilgiris  India,"0423-2442540
"
TN018,Doveton Girls' Higher Secondary School No.12 A  Ritherdon RoadVepery  Chennai  India,"044-25325619
"
TN019,Doveton Boys' Higher Secondary School Vepery  No.12 (Old No.1)Vepery  Chennai  India,"044-25325619
"
TN020,Seventh Day Adventist Higher Secondary School 16  Valliammal Road  Vepery  Chennai  India,"044-26412618
"
TN021,Sishya 2/15  Padmanabha Nagar  2nd StreetAdyar  Chennai  India,"044-24912652
"
TN023,The School ( Krishnamurti Foundation India ) S.no.: 82/3a2  82/5a2b  Solai Street  Chennai  India,"9499910082
"
TN024,Virudhunagar T. S. M. Manickam Nadar Janaki Ammal School 100  New Ramnad Road Madurai  India,"0452-2311748
"
TN025,S.D.A. English High School 11 / 5  T.B. Road Madurai  India,"0452-2602163
"
TN026,Vikaasa School Post Box No. 15  Ambasamudram  Tirunelveli  India,"04634-250267
"
TN027,Jeevana School Ponmeni  Jayanagar  Madurai  India,"0452-2381058
"
