schoolCode,schoolName,contactNumber
TN029,J.R. Cambridge SchoolNarayana Nagar  Salem  India,"0427-2260215
"
TN030,James Memorial High School Prakasapuram  Mukuperi P. O.Tuticorin  Thoothukudi  India,"04639-277240
"
TN031,Seventh - Day Adventist English High School 43  Heber Road  Tiruchirapalli  Tiruchirappalli  India,"0431-2462583
"
TN032,Kamakoti Vidyalaya Post Box No. 349  Sankaran Pillai Road  Tiruchirappalli  India,"0431-2703955
"
TN034,S. D. A. English High School 1  Nagapatinam Road Thanjavur  India,"04362-235540
"
TN035,S. D. A.  High School Panneerselvam Street  Subramaniapuram  Tiruchirappalli  India,"0431-2333945
"
TN036,Seventh Day Adventist English High School Thiruvattar Post Kanyakumari  India,"04651-277470
"
TN037,Ida Scudder School Viruthampet  Viruthampet  Vellore  India,"04162242404
"
TN038,S. D. A. English High School Virudhunagar Virudhunagar  India,"04562-243958
"
TN039,The Ashram 110 Velachery Road  Guindy  Chennai  India,"044-22201267
"
TN040,Good Earth School 83  Naduveerapattu  Manimangalam Road  Naduveerapattu Village  SonmangalamSriperambadur Taluk  Kanchipuram  India,"044-27178238-39
"
TN041,Keswick Public School Near Air Relay Station  Koodal Nagar  Madurai  India,"0452-2661697
"
TN042,Abacus Montessori School 3Thirumalai Nagar Annexe  Iii Main RoadPerungudi  Chennai  India,"044-24960904
"
TN043,Kanyakumari Public School Karuniapuram  Karuniapuram  Kanyakumari  India,"04652-270287
"
TN044,The Vikasa School 106  J / 93  Millerpuram  Thoothukudi  India,"0461-2310747
"
TN045,Lakshmi School Veerapanchan  Karuppayurani PoKaruppayurani  Madurai  India,"09843420698
"
TN046,St. Joseph's Academy Appleby  Road  Coonoor  The Nilgiris  India,"0423-2230493
"
TN047,Idhayam Rajendran Residential School Nedungulam Main Road  Samanatham P.O.  Madurai  India,"9486600020
"
TN048,Bhagwan Mahaveer Dayaniketan Jain School Arihanth Nagar  Vellore  India,"0416-2246494
"
TN050,Shanti Bhavan Residential School Baliganapalli  Hosur Taluk  Krishnagiri  India,"09750954089
"
TN051,St. Patrick's High School Gandhi Nagar  Adyar  Chennai  India,"9487910828
"
TN053,Sruthi Vidhyodhaya 308  C2  Gnanagiri Road  Rajiv Gandhi NagarSivakasi  Virudhunagar  India,"04562-220042
"
TN054,Riverside Public School San-tri-moo  Kotagiri  The Nilgiris  India,"04266-274555
"
TN055,Brindavan Vidyalaya Kallanai Road  Chennai By-pass  Tiruchirappalli  India,"9629822557
"
TN056,M.K.R. Ayya Nadar Jeyalakshmi Ammal English Medium School 144 A / 1  Kamarajar Salai  Teppakulam  Madurai  India,"0452-2311589
"
TN057,Excel Central School 17/190 AAwai Farm Lane  Thiruvattar  Kanyakumari  India,"04651-282312
"
TN058,Navadisha Montessori School 3rd Cross Street  Kalki Nagar  Near Ags Colony  6th Main RoadVelachery  Chennai  India,"09677019347
"
TN059,Isha Home School Velliangiri Foothills Coimbatore  India,"0422-2515444-8
"
TN060,Chettinad Hari Shree Vidyalayam Nursery and Primary School 20  Srinivasa Avenue Road  Rajah AnnamalaipuramChennai  Chennai  India,"044-24615254
"
TN061,The Grove School 1  Eldams Road Chennai  India,"7550009485
"
TN062,Vaels International School Pon Vidyashram Gardens  Valmiki StreetInjambakkam  ECR  Chennai  India,"044-24492792
"
TN063,The Little Kingdom Senior School Vedapuri  Aranmanaiputhur  Theni  India,"9965589099
"
TN064,The Unique Academy 14/190Perundurai R.s. RoadIngur  Erode  India,"04294-230998
"
TN066,Comorin International School Aralvaimozhi Kanyakumari  India,"04652-290844
"
TN067,Montfort School Yercaud Salem  India,"04281-290428
"
TN068,S. D. R. School 2/50-a  Ponnagaram  Korampallam PostTuticorin  Thoothukudi  India,"0461-2340009
"
TN069,Lotus An. Venkatachalam Chettiar School Thiruppattur Road  Devakottai  Sivaganga  India,"04561-261510
"
TN070,Crescent Castle Public School 159/b-1 Coonoor Road  Ootacamund  The Nilgiris  India,"0423-2443538
"
TN071,S. B. J. Vidya Bhavan Peace Garden  Kulasekharam  Kanyakumari  India,"04651-277331
"
TN072,DISHA - A Life School Kullakkapalayam Pirivu  P.k.d. College RoadPollachi  Coimbatore  India,"04259-259161
"
TN073,Stanes School Avinashi Road Coimbatore  India,"0422-2213952
"
TN074,Dr. Dasarathan International School Jangamanaickenpalayam  Thoppampatti Pirivu  Coimbatore  India,"0422-2460533
"
TN075,National Academy School Pattinamkathan Ramanathapuram  India,"9486078110
"
TN076,Sacred Heart International School Pammam  Marthandam  Kanyakumari  India,"04651-205370
"
TN077,Corpus Christi School Peruvillai  Peruvillai P.o.  Kanyakumari  India,"9486070061
"
TN078,Amazon International School Meyyur  Moongilthuraipattu RoadTirvannamalai  Tiruvannamalai  India,"9585511442
"
TN079,Primrose Schools 1/367  East Coast Road  InjambakkamChennai  Chennai  India,"044-24530247
"
TN080,Kaumaram Sushila International Residential School Chinnavedampatti  Coimbatore  Coimbatore  India,"0422-2668656
"
TN081,Carmel International School Onnalavadi (P.O.)  Karapalli To Jonnabonda RoadHosur  Krishnagiri  India,"9894442734
"
TN082,R J Mantra English School Villipathiri To Chinnavallikulam Road  Post Box No. 89  Virudhunagar  India,"+918903647789
"
TN083,Samskaara Academy Trichy Road  Ondipudur  Coimbatore  India,"04222272221
"
TN084,Dr.c.l. Metha Sishya Omr School 2/305  Rajiv Gandhi Salai  ThoraipakkamChennai  Kanchipuram  India,"044-49503325
"
TN085,Nps International Chennai 439 Cheran Nagar (adjacent To Global Hospitals)  Shollinganallur-medavakkam Link RoadChennai  Chennai  India,"044-28382015
"
TN086,A V S Central School S.f.no.309/3  5  Avs GardensEetiveerampalayam Village perumanallurTiruppur  India,"0421-2351323
"
TN087,St.michael's Academy No.2  3rd Canal Cross Road  4th Main RoadChennai  Chennai  India,"24467600
"
TN088,Nirmala Matha Convent School Kuniamuthur Coimbatore  India,"04222252030
"
TN089,Shiksha Greenwoods School Nh 46 Pallikonda  NH 46 PALLIKONDA  Vellore  India,"04171240191
"
TN090,CHRIST INTERNATIONAL SCHOOL Door No :1626 Christ Bhavan Rs No . 193/1  Gate No -I  Rahman NagarFirst Street.  Thanjavur  India,"04362242324
"
TN091,Seventh Day Adventist International Academy H.Chettipalli Road  Jeeva Nagar  Kundumaranapalli Village  Kelamangalam Post  Denkanikottai TalukHosur  Krishnagiri  India,"04347-232111
"
TN092,Aachi International School Sri Aachi Nagar  Theni Main Road  Thottappanayakkanur  Madurai  India,"04552252245
"
TN093,M.G.V Global Academy S.f. 207/6 Vengamedu  Angeripalayam Road  Tiruppur  India,"9965552766
"
TN094,Carmel Public School Manikagramani  Nagar  VeppampattuChennai  Tiruvallur  India,"044-27689498
"
TN095,Ishethra International Residential School Ishethra Nagar  Uthirasapatti  Pungampadi Village  Karur  India,"+918220017153
"
TN096,Sri Vishwas Vidhyalaya Vishwas  Nagar Virudhunagar  India,"04566221196
"
TN097,The Bridgewoods Public School 48/3 A Civil Aerodrome Road  S.I.H.S Colony  Singanallur  Coimbatore  India,"0422-2273292
"
TN098,Sri Kalaivani International School S.No.150/1  & 150/2  Devakottai Taluk  Sivaganga  India,"04565-230292
"
TN099,Bharathi Vidhyaa Kendhra School Avinashi To Mangalam Road  Avinashi Taluk  Tiruppur  India,"04212208573
"
TN100,Seventh Day Adventist English School No.: 249  Gst Road  KadapeniChennai  Chennai  India,"044-22388304
"
TN101,Wisdom Wealth International School Vaiputtanpatti Village  Maruluthu  Virudhunagar  India,"7397666116
"
TN102,Sree Jayam School Ezhil Nagar Main Road  Ezhil Nagar  Allapuram  Vellore  India,"04162223833
"
TN103,Shri Vijayalakshmi Vidhyalayaa International School Mariyamman Nagar  South Gandhigramam  Karur  India,
TN104,Christwood School No 23  Vengadamangalam Main Road  Vengadamangalam VillageChennai  Kanchipuram  India,"+919952001234
"
TN105,Pincushion Montessori International School Katpadi-thiruvalam Road  Brahmapuram  Vellore  India,
TN106,Santa Maria Academy International School Kothanur Village  Thally P.oHosur  Krishnagiri  India,"04347-291619
"
TN107,NISE - NAGARATHINAM INTERNATIONAL SCHOOL OF EXCELLENCE S.F.NO: 336/2D2 PARTELLAI THOTTAM ROAD  VOC COLONY  Coimbatore  India,"9944205550
"
TN108,Lisieux C M I International School Little Flower Monastery Campus  Bharathi Park Cross Road No III  Saibaba Colony  Sanganur Village  Coimbatore  India,"04222430537
"
TN109,Sharanalaya Montessori School No: 23Sai Baba Garden  East Coast Road  AkkaraiChennai  Kanchipuram  India,"9500090150
"
TN110,Global Discovery Academy School 10 VenkatesapuramThottipalyam  Tiruppur  India,"+919003700397
"
TN111,NIRMALA MATHA CONVENT SCHOOL SAKTHI ESWAR NAGAR  VELLALORE ROAD  Coimbatore  India,"0422-2410376
"
TN112,Rak's Pallikkoodam 29b  29c  Avinashi Road  Civil Aerodrome Post  Coimbatore  India,"8640066666
"
TN113,Vividh International Residential School 595/3 Panapalayam Pudur  Karamadai To Velliangadu Road  Coimbatore  India,"+917639078960
"
TN115,Karthi Vidhyalaya International  School Chettimandapam Bye-passKoranattu KaruppurThanjavur  India,
TN116,Shaswi International School Of Excellence Bhogampatti Village  Sulur Taluk  Coimbatore  India,"9444588525
"
TN117,Sathiyakaathi Global School Kotagiri  Kotagiri  The Nilgiris  India,"04266273888
"
TN118,Bethlahem Hillside International School Nadutheri  Karungal  Kanyakumari  India,"04651293882
"
TN119,Triveni School 100  101 Ponnagaram Compound  Arapalayam Cross Road  Samy Sivananda Salai  Madurai  India,
TN120,Shaanthi School Modern Rice Mill Road  Jothi NagarPollachi  Coimbatore  India,
TR001,Holy Cross School Durjoynagar P.o.  Agartala  West Tripura  India,"0381-2342188
"
TR002,St. Paul's School P.o. Arundhutinagar  Agartala  West Tripura  India,"0381-2370229
"
TR003,Holy Cross Convent School The Head Post Office  DharmanagarPost Box No. 08  North Tripura  India,"03822-294757
"
TS001,St. Pious X School Road No.11  Alwal HillsSecunderabad  Hyderabad  India,"9492029320
"
TS002,Iris World School Hyderabad High Way  Alugunoor  Karimnagar  India,
TS003,St. Patrick's High School 9-1-132 To 133e  Sebastian RoadSecunderabad  Hyderabad  India,"040227701915
"
UP001,St. George's College 3Garden Road  Agra Cantt.  Agra  India,"9548250423
"
UP002,St. Peter's College Wazirpura Road  Civil Lines  Agra  India,"0562-2852376
"
UP003,St. Patrick's Junior College Convent Of Jesus &mary  Wazirpura Road  Agra  India,"0562-2520107
"
UP004,St. Paul's Church College Kandhari Road  Agra  India,"0562-2851605
"
UP005,St. Conrad's Inter College Opp. Transport Nagar  Sikandara P.o.  Agra  India,"7060416370
"
UP006,St. Anthony's Junior College 5  The Mall Road  Agra Cantt.  Agra  India,"0562-2363335
"
UP007,Christ The King School Gandhi Puram  Tundla  Firozabad  India,"9012999972
"
UP008,Holman Institute R2/1  M.g. Road  Opp. To Collectrate  Agra  India,"09458730761
"
UP009,Boys' High School & College 4  P.D. Tandon Road  P.O. Box No. 4  Allahabad  India,"0532-2266582
"
UP010,Girls' High School & College 25  Elgin Road  P.O. Box No. 3  Allahabad  India,"0532-2623340
"
UP011,St. Joseph's College 2  Tashkent Road Allahabad  India,"0532-6550009
"
UP012,St. Mary's Convent Inter College 32  Thornhill Road Allahabad  India,"0532-2407617
"
UP013,Bishop Johnson School & College 9 / 23  M. G. Marg  Civil Lines  Allahabad  India,"0532-2560713
"
UP014,Children College Sarfuddinpur Azamgarh  India,"05462-260363
"
UP015,Jyoti Niketan Atlas Tank  Atlas Tank  Azamgarh  India,"9450582480
"
UP016,Seventh Day Adventist Inter College 6  Police Line Road Bahraich  India,"05252-232570
"
UP017,Holy Cross School Post Box No. 21 Ballia  India,"+919433134129
"
UP018,St. Maria Goretti Inter College 62  Cantonment Bareilly  India,"0581-2422943
"
UP019,Hartmann College Izatnagar Post Bareilly  India,"0581-2412333
"
UP020,Girish Prasad Memorial College 56  Civil Lines Bareilly  India,"09703312220
"
UP021,St. Mary's School Prem Nagar  Bijnor  India,"01342-255330
"
UP022,Jeevan Marg Sophia Secondary School Deoria Sadar  Deoria  India,"05568-222762
"
UP023,Holy Child School 111 /B  Nehru Nagar  Ghaziabad  Ghaziabad  India,"0120-2796839
"
UP024,Ingraham Institute English School Hapur Road  Hapur Road  Ghaziabad  India,"0120-2963115
"
UP025,St. Paul's Academy Sector 9  New Raj Nagar  Ghaziabad  India,"0120-4263447
"
UP026,St. Teresa's Academy Modi Nagar P.o.  Harmukhpuri  Ghaziabad  India,"01232-244085
"
UP027,Campus School Ansal's Avantika  Ghaziabad  Ghaziabad  India,"0120-2761080
"
UP028,St. Paul's School Chargawan P.o.  Moghalpur  Gorakhpur  India,"0551-2500198
"
UP029,Little Flower School Gitavatika P.O.  St. Anthony Nagar  Gorakhpur  India,"0551-2283454
"
UP030,S.D.A. Senior Secondary School Meerut Road  Hapur  Ghaziabad  India,"0122-2304555
"
UP031,Christ The King CollegeRani Laxmi Bai Marg  Jhansi  India,"0510-2471873
"
UP032,St. Mark's College 71  Carriappa Road Jhansi  India,"9935882615
"
UP033,St. Francis' Convent Inter College P.o. Box No. 1 Jhansi  India,"0510-2471911
"
UP034,St. Xavier's High School B. H. E. L.  Khailar  Jhansi  India,"0510-2412288
"
UP035,Rani Laxmi Bai Public School 47  Cavalry Road  Jhansi Cantt.  Jhansi  India,"0510-2471077
"
UP036,Seth Anandram Jaipuria School 70  Cantonment  Kanpur  Kanpur Nagar  India,"0512-2381619
"
UP037,Methodist High School 73  Cantonment  Kanpur  Kanpur Nagar  India,"0512-2154607
"
UP038,St. Mary's Convent High School 53  Tagore Road  Cantt.Kanpur  Kanpur Nagar  India,"0512-2381010
"
UP039,St. Aloysius' High School 36  Cantonment  Cariappa RoadKanpur  Kanpur Nagar  India,"0512-2981210
"
UP040,Dr. Virendra Swarup Public School 75  Cantonment  Kanpur  Kanpur Nagar  India,"0512-2304428
"
UP041,Sheiling House School 'zoe Ville'  10 / 498  Allenganj  Kanpur Nagar  India,"0512-2548671
"
UP042,U.P. Kirana Seva Samiti Vidyalaya H - 1 Block  Kidwai Nagar  Kanpur Nagar  India,"0512-2612073
"
UP043,Mercy Memorial School 1272 -1427 -yblock  Kidwai Nagar  Kanpur Nagar  India,"0512-4000406
"
UP044,Huddard High School 15 / 54  Civil Lines  Kanpur  Kanpur Nagar  India,"0512-2304437
"
UP045,Modern Public School Civil Lines  Jhansi Road  Lalitpur  India,"05176-272545
"
UP046,Christ Church College Opp. Gpo  M. G. Road  HazratganjHazratganj  Lucknow  India,"0522-2239138
"
UP047,La Martiniere College Luknow Lucknow  India,"+919454469226
"
UP048,La Martiniere Girls College Post Box 33 Lucknow  India,"7570000132
"
UP049,Loreto Convent Intermediate College M.g. Road  M.G. Road  Lucknow  India,"0522-2237222
"
UP050,St. Francis' College Shahnajaf Road  Hazratganj  Lucknow  India,"0522-2623712
"
UP051,St. Agnes' Loreto Day School 33  Station Road Lucknow  India,"0522-4079419
"
UP052,St. Mary's Convent Inter College Rdso  Manak Nagar  Lucknow  India,"0522-2450530
"
UP053,St. Paul's College 10  Subhash Marg  P.o. Dilkusha  Lucknow  India,"0522-2975137
"
UP054,Colvin Taluqdars College ( I. S. C. Wing ) University Road  University Road  Lucknow  India,"7054505316
"
UP055,St. Fidelis College VishnupuriChurch Road Aliganj  Lucknow  India,"0522-2321078
"
UP056,Seventh Day Adventist Senior Secondary School 17  Vidhan Sabha Marg Lucknow  India,"0522-3225001
"
UP057,Spring Dale College A Block  -1224  Indira Nagar  Lucknow  India,"05222341276
"
UP058,St. Dominic Savio School Indira Nagar  Indira Nagar  Lucknow  India,"0522-2352525
"
UP059,St. Thomas  College Sarojini Nagar  Lucknow  India,"0522-2436715
"
UP060,City Montessori Inter College 11  Station Road Lucknow  India,"0522-2636607
"
UP061,City Montessori High School Rajinder Nagar  Aishbagh RoadRajender Nagar  Lucknow  India,"05222690328
"
UP062,City Montessori Inter College .  Hardoi Marg Chowk  Lucknow  India,"0522-2254065
"
UP063,City Montessori Inter College 90-a  92-a  1078/2  Sector-bFaizabad Road Mahanagar Extension  Lucknow  India,"0522-2330005
"
UP064,City Montessori Inter College R.d.s.o. Branch  Manak Nagar  Lucknow  India,"0522-2453546
"
UP065,The Modern School Sector 'e'  Aliganj  Lucknow  India,"0522-4021406
"
UP066,St. Teresa's Day School 109 /4  Model House Area  Tarak Mukerji Road  Lucknow  India,"0522-4070114
"
UP067,Emma Thompson School Lalbagh Lucknow  India,"0522-2620008
"
UP068,Hoerner College Mahanagar Extension  Mahanagar Extension  Lucknow  India,"0522-2324119
"
UP069,Sacred Heart Convent Higher Secondary School Moti Kunj  Dholipiau Mathura  India,"0565-2401595
"
UP070,Sophia Girls' School Bank Street  Meerut Cantt.  Meerut  India,"0121-2645445
"
UP071,St. Mary's Academy Cariappa Street  Meerut Cantt.  Meerut  India,"0121-2640838
"
UP072,St. Thomas' English Medium School Jyoti Niketan  Chippi Tank  Meerut  India,"0121-2641598
"
UP073,Wilsonia College Civil Lines  Post Box No. 211  Moradabad  India,"0591-2414734
"
UP074,St. Paul's College Civil Lines  Civil Lines  Moradabad  India,"0591-2435141
"
UP075,St. Mary's School Najibabad P.o  BijnorNajibabad  Bijnor  India,"01341-230139
"
UP076,Holy Angels' School Sector 3  Rajinder Nagar  Sahibabad  Ghaziabad  India,"0120-2631845
"
UP077,St. Jude's College Pitamber Nagar Unnao  India,"9554399777
"
UP078,St. John's School Banaras Locomotive Works  Varanasi  Varanasi  India,"0542-2270681
"
UP079,William Henry Smith Memorial School D - 59 / 108  Sigra  Varanasi  India,"0542-2221439
"
UP080,Saharanpur Public School Paper Mills Road  Saharanpur  India,"9105550511
"
UP081,St. Mary's School P.o. Nai Bazar  Bhadohi  Sant Ravidas Nagar  India,"05414-278635
"
UP082,St. John's School Marhauli  Bhoolanpur  Varanasi  India,"0542-2370387
"
UP084,Dr. Virendra Swarup Education Centre 435 - A  H - 2 Block  Kidwai Nagar  Kanpur Nagar  India,"0512-2602365
"
UP085,Wendy High School 6  Naramau  G.T. Road  Kanpur Nagar  India,"0512-2570744
"
UP087,City Montessori Inter College Gomti Nagar  Vishalkhand II  Lucknow  India,"0522-2394740
"
UP088,City Montessori Inter College Opposite Talkatora Police Station  Sector - IRajajipuram  Lucknow  India,"0522-2416937
"
UP089,Sherwood Academy Sector 25  IndiranagarIndira Nagar  Lucknow  India,"0522-4035700
"
UP090,City Montessori Inter College Sector O  Aliganj  Lucknow  India,"0522-2326882
"
UP091,Springfields College Delhi Road Moradabad  India,"0591-2482778
"
UP092,The Lucknow Public Collegiate Day Boarding Public School 3  Jopling Road Lucknow  India,"0522-2207745
"
UP093,St. Francis School Ramnagar  Varanasi  India,"0542-2668516
"
UP094,Dr. Virendra Swarup Education Centre Avadhpuri  G.T. Road  Kanpur Nagar  India,"0512-2581411
"
